Sentences,Label
"Thành phần hoạt chất: Sulfamethoxazole 400mg, Trimethoprim 80mg

Thành phần tá dược: Tinh bột ngô, povidon K30, croscarmellose natri, tinh bột natri glycolat, magnesi stearat.",thuoc khang sinh
"Các bệnh cấp và mạn tính ở đường hô hấp có kèm tăng tiết dịch phế quản không bình thường, đặc biệt trong đợt cấp của viêm phế quản mạn, hen phế quản.",thuoc ho
"Mỗi viên chứa:
Hoạt chất: Doxycyclin 100 mg (dưới dạng doxycyclin hyclat).
Tá dươc: Lactose monohydrat, pregelatinized starch, magnesi stearat.",thuoc khang sinh
"Mỗi lần ngậm 1 viên. Ngậm cho đến khi tan hết hoặc nhai trước khi nuốt.
Trẻ em từ 3-10 tuổi: ngày 3-4 lần.
Trẻ em trên 10 tuổi: ngày 5-6 lần.
Người lớn: ngày 6 - 8 lần.
Thuốc dùng được cho bệnh nhân tiểu đường, ăn kiêng.",thuoc ho
Hoạt chất: Bilastine 20mg,thuoc ho
"Hoạt chất:

Ciprobay 500mg: 1 viên bao film chứa 500mg ciprofloxacin dưới dạng hydrochloride.

Tá dược:

Lõi viên thuốc: Cellulose microcrystalline, Crospovidone, tinh bột ngô, Magnesium stearate, Silica colloidal anhydrous.

Vỏ bao phim: Hypromellose, Macrogol 4000, Titanium dioxide (E171).",thuoc khang sinh
"Nên uống vào các bữa ăn.

Không dùng thuốc cho trẻ em dưới 5 tuổi, phụ nữ mang thai và cho con bú. Không dùng thốc với thức uống co cồn.
Người lớn: Uống 2- 3 viên/lần, ngày 2 - 3 lấn.
Trẻ em từ 5 tuổi trở lên: Uống 1 - 2 viên/lần,ngày 2 - 3 lần
Hoặc theo hướng dẫn của thầy thuốc.",thuoc ho
"Mỗi viên nén phân tán không bao Mactaxim 100 DT có chứa:

Hoạt chất: Cefixim trihydrat tương đương cefixim 100mg.

Tá dược: Cellulose vi tinh thể, calci hydrogen phosphat, silic dạng keo khan, tinh bột bắp (sấy khô), crospovidone, aspartam, mannitol, tá dược hương dứa, tá dược hương bạc hà, sucralose, natri chloride, magnesium stearat.",thuoc khang sinh
"Dùng đường trực tràng.

Nếu trẻ sốt trên 38,5°C, hãy làm những bước sau đây để tăng hiệu quả của việc dùng thuốc:

- Cởi bỏ bớt quần áo của trẻ.

- Cho trẻ uống thêm chất lỏng.

- Không để trẻ ở nơi quá nóng.

- Nếu cần, tắm cho trẻ bằng nước ấm, có nhiệt độ thấp hơn 2°C so với thân nhiệt của trẻ.",thuoc giam dau
"Doxycycline được chỉ định để điều trị: bệnh Brucella; bệnh tả do Vibrio cholerae; u hạt bẹn do Calymmatobacterium granulomatis; hồng ban loang mạn tính do Borrelia burgdorferi; sốt hồi quy do Borrelia recurrentis; viêm niệu đạo không đặc hiệu do Ureaplasma urealyticum; “viêm phổi không điển hình” do Mycoplasma pneumoniae; bệnh do Rickettsia rickettsii; bệnh sốt Q và bệnh do Rickettsia akari; bệnh sốt vẹt do Chlamydia psittaci; các bệnh Nicolas - Favre, viêm kết mạc hạt vùi, viêm niệu đạo không đặc hiệu và viêm cổ tử cung do Chlamydia trachomatis; viêm phổi do Chlamydia pneumoniae.",thuoc khang sinh
"Điều trị ngắn hạn các nhiễm khuẩn đường hô hấp trên và dưới, đường tiết niệu, da và mô mềm, xương và khớp. Klamentin có tính diệt khuẩn đối với nhiều loại vi khuẩn kể cả các dòng tiết beta - lactamase đề kháng với ampicilin và amoxicilin.",thuoc khang sinh
"Paracetamol 150mg.

Tá dược: mỡ no vừa đủ cho một viên.",thuoc giam dau
"Liều dùng

Người lớn: Liều khuyến cáo của cefixime là 400 mg/ngày, dùng liều uống duy nhất hoặc chia làm 2 lần, cách nhau 12 giờ. Trong điều trị bệnh lậu cổ tử cung/ đường tiết niệu không biến chứng, một liều uống duy nhất 400 mg được khuyến cáo. Thuốc có thể uống không phụ thuộc thời điểm của bữa ăn.

Trong điều trị nhiễm khuẩn do Streptococcus pyogenes, thời gian điều trị với cefixime tối thiểu là 10 ngày.

Trẻ em từ 6 tháng tuổi: Liều khuyến cáo là 8 mg/kg/ngày, dùng liều uống duy nhất hoặc chia làm 2 lần, 4 mg/kg mỗi 12 giờ.

Liều khuyến cáo ở đối tượng trẻ em có thể được xác định với từng khoảng cân nặng theo Bảng 1 dưới đây.
Liều dùng đối với trẻ em từ trên 45 kg hoặc trên 12 tuổi tương tự liều khuyến cáo ở người lớn.

Điều trị viêm tai giữa nên dùng dạng hỗn dịch. Các thử nghiệm lâm sàng về điều trị viêm tai giữa cho thấy nồng độ dược chất trong máu khi sử dụng dạng hỗn dịch cao hơn so với khi sử dụng dạng viên nén trên cùng một liều dùng.",thuoc khang sinh
"Thành phần dược chất: Mỗi viên nén bao phim 625mg chứa 500mg amoxicillin dưới dạng amoxicillin trihydrat và 125mg acid clavulanic dưới dạng kali clavulanat. Tỷ lệ là 4:1.

Thành phần tá dược:

Viên nhân: silicon dioxyd dạng keo khan, crospovidone, croscarmellose natri, magnesi stearat, cellulose vi tinh thể.

Màng bao: hydroxypropylcellulose, ethylcellulose, polysorbat, triethylcitrat, talc, titan dioxyd.",thuoc khang sinh
"Thành phần hoạt chất: Paracetamol 650mg.

Thành phần tá dược: Tinh bột mì, tinh bột biến tính, magnesi stearat, sodium starch glycolat, talc, aerosil, bột hương dâu, PVP K30, natri benzoat.",thuoc giam dau
"Điều trị trong thời gian ngắn (dưới 14 ngày) các trường hợp nhiễm khuẩn gây ra bởi các chủng sản sinh ra beta - lactamase không đáp ứng với điều trị bằng các aminopenicilin đơn độc:
- Nhiễm khuẩn nặng đường hô hấp trên: Viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không giảm.
- Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenzae và Moraxella catarrhalis (tên trước đây: Branhamella catarrhalis) sản sinh beta - lactamase: Viêm phế quản cấp và mạn, viêm phổi - phế quản.
- Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủng E. coli, Klebsiella và Enterobacter sản sinh beta - lactamase nhạy cảm: Viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ).
- Nhiễm khuẩn da và mô mềm: Mụn nhọt, côn trùng đốt, áp xe, nhiễm khuẩn vết thương, viêm mô tế bào.
- Nhiễm khuẩn xương và khớp: Viêm tủy xương.
- Nhiễm khuẩn nha khoa: Áp xe ổ răng.
- Nhiễm khuẩn khác: Nhiễm khuẩn do sẩy thai, nhiễm khuẩn sản, nhiễm khuẩn trong ổ bụng.",thuoc khang sinh
"Khoảng cách giữa 2 lần uống phải hơn 4 giờ và không uống quá 6 viên/ngày. Người lớn và trẻ em > 12 tuổi: uống 1 viên/lần.

Không tự ý dùng thuốc quá 3 ngày để giảm sốt hoặc quá 10 ngày để giảm đau.

Hoặc theo chỉ dẫn của Thầy thuốc.

Lưu ý:

* Liều tối đa/24 giờ: không quá 4g, khoảng cách giữa 2 lần uống thuốc phải hơn 4 giờ.

* Không nên kéo dài việc tự sử dụng thuốc mà cần có ý kiến bác sĩ khi:

- Có triệu chứng mới xuất hiện.

- Sốt cao (39,5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày.",thuoc giam dau
"Hoạt chất: Paracetamol 120mg.

Tá dược: Dung dịch Sorbitol, Xanthan Gum, Natri Saccharin, Natri dihydro phosphate, Màu đỏ Carmoisin, Hương dâu tây, Glycerin, Magnesi nhôm silicat, Simethicon emulsion 30% w/w, Natri methylparaben, Natri propylparaben, Acid phosphoric, Nước tinh khiết.",thuoc giam dau
"Thuốc được chỉ định làm giảm các triệu chứng cảm lạnh và cảm cúm như: sốt, nhức đầu, đau nhức bắp thịt, xương khớp, nghẹt mũi, chảy nước mũi, sung huyết mũi và xoang.",thuoc giam dau
"Tinidazol thường phối hợp với các kháng sinh khác trong các trường hợp:

* Dự phòng:

Nhiễm khuẩn sau phẫu thuật do các vi khuẩn kỵ khí, đặc biệt các nhiễm khuẩn liên quan tới phẫu thuật đại tràng, dạ dày và phụ khoa.

* Điều trị:

- Nhiễm khuẩn trong ổ bụng: Viêm màng bụng, áp xe.

- Nhiễm khuẩn phụ khoa: Viêm nội mạc tử cung, viêm cơ nội mạc tử cung, áp xe vòi buồng trứng.

- Nhiễm khuẩn huyết, nhiễm khuẩn vết thương sau phẫu thuật, nhiễm khuẩn da và mô mềm.

- Nhiễm khuẩn đường hô hấp trên và dưới: Viêm phổi, viêm màng phổi mủ, áp xe phổi.

- Viêm âm đạo không đặc hiệu, viêm loét lợi cấp.

- Nhiễm Trichomonas sinh dục tiết niệu cả nam và nữ, nhiễm Giardia, nhiễm amip ruột, amip cư trú ở gan.",thuoc khang sinh
"Mỗi viên nén bao phim chứa:
- Spiramycin base 750.000IU
- Metronidazol 125mg
- Tá dược: Lactose, Starch 1500, Povidon, Croscarmellose sodium, Avicel, Magnesi stearat, Aerosil, Hydroxypropylmethyl cellulose 15cP, Hydroxypropylmethyl cellulose 6cP, Polyethylen glycol 6000, Talc, Titan dioxyd, Màu Ponceau lake... vừa đủ 1 viên nén bao phim.",thuoc khang sinh
"Cách dùng:

Dùng theo đường uống. Không được dùng paracetamol để tự điều trị giảm đau quá 10 ngày ở người lớn hoặc quá 5 ngày ở trẻ em, trừ khi do thầy thuốc hướng dẫn.

Không dùng paracetamol cho người lớn và trẻ em để tự điều trị sốt cao (trên 39,5°C), sốt kéo dài trên 3 ngày, hoặc sốt tái phát, trừ khi do thấy thuốc hướng dẫn.",thuoc giam dau
"Làm giảm đau trong các cơn đau như: đau đầu, đau nửa đầu, đau họng, đau bụng kinh, đau sau nhổ răng hoặc các thủ thuật nha khoa, đau răng, đau nhức cơ, gân, đau do chấn thương, đau do viêm khớp, viêm xoang, đau nhức do cảm lạnh, cảm cúm.",thuoc giam dau
"Hoạt chất: Paracetamol 500mg.

Tá dược: partially pregelatinized starch (Era-Pac), pregelatinized starch (Era-Gel), magnesi stearat, povidon K-90, natri starch glycolat, methylparaben, propylparaben.",thuoc giam dau
Hoạt chất: Bambuterol hydroclorid 10 mg,thuoc ho
"Rối loạn đường hô hấp biến chứng do co thắt phế quản và tăng tiết các chất nhầy dính như trong hen phế quản, viêm phế quản mãn tính và khí phế thủng.",thuoc ho
"Người lớn: uống 2 viên x 3 lần/ngày. 
Trẻ em trên 2 tuổi: uống 1 viên x 3 lần/ngày.",thuoc ho
"Cách dùng:

- PARALMAX EXTRA được dùng bằng đường uống, uống thuốc với một cốc nước đầy.

- Có thể dùng cùng hay không cùng với bữa ăn đều được. Thời gian cách nhau giữa 2 lần dùng thuốc từ 4 đến 6 giờ.

- Không được dùng paracetamol để tự điều trị giảm đau quá 10 ngày ở người lớn, trừ khi do thầy thuốc hướng dẫn, vì đau nhiều và kéo dài như vậy có thể là dấu hiệu của một tình trạng bệnh lý cần thầy thuốc chẩn đoán và điều trị.

- Không dùng paracetamol cho người bệnh sốt cao trên 39,5°C, sốt kéo dài trên 3 ngày hoặc sốt tái phát, trừ khi do thầy thuốc hướng dẫn, vì sốt có thể là dấu hiệu của bệnh nặng, sử dụng các thuốc hạ sốt có thể che lấp tình trạng bệnh của người bệnh.

Liều dùng:

Người lớn và trẻ em trên 12 tuổi: Mỗi lần uống 1 - 2 viên, ngày uống 2 - 3 lần, không quá 8 viên/ngày.",thuoc giam dau
"Cho 1 viên:

Hoạt chất: Terpin hydrat 100mg, Natri benzoat 50mg.

Tá dược: Avicel, Magnesi stearat, Sellac, Cetyl alcohol, PVP, Talc, Gelatin, Đường saccarose, Gôm arabic, Oxyd titan, Sáp ong tráng, Sáp carnauba, Paratin, Màu xanh patent, cồn 96°, Ether vừa đủ 1 viên bao đường.",thuoc ho
"Điều trị các nhiễm khuẩn nhẹ và trung bình do các vi khuẩn nhạy cảm:
Viêm họng, viêm amidan do liên cầu khuẩn.
Viêm phế quản phổi, viêm phổi.
Nhiễm khuẩn đường tiết niệu không biến chứng: Viêm thận - bể thận cấp và mạn tính, viêm bàng quang, viêm niệu đạo.
Nhiễm khuẩn da và mô mềm: Viêm hạch bạch huyết, áp xe, viêm tế bào, loét do nằm lâu, viêm vú, bệnh nhọt, viêm quầng.
Với những trường hợp nhiễm khuẩn do vi khuẩn Gram dương, penicilin vẫn là thuốc ưu tiên được chọn, các kháng sinh cephalosporin thế hệ 1 chỉ là thuốc được chọn thứ hai để sử dụng, cần tiến hành nuôi cấy và thử nghiệm tính nhạy cảm của vi khuẩn trước và trong khi điều trị. Cần khảo sát chức năng thận ở người bệnh suy thận hoặc nghi bị suy thận.",thuoc khang sinh
"Mỗi 5ml chứa:

Hoạt chất: Ibuprofen 100mg.

Tá dược: Đường tinh chế, dung dịch sorbitol 70% không kết tinh, glycerin, acid citric monohydrat, irradiated light kaolin, polysorbate 80, bột agar, methyl hydroxybenzoate, propyl hydroxybenzoat, natri benzoat, saccharin natri, sunset yellow FC Edicol, hương cam D717 Bush Boake Allen, nước tinh khiết.",thuoc giam dau
"Clindamycin có tác dụng điều trị những nhiễm khuẩn dưới đây do các vi khuẩn kỵ khí nhạy cảm với thuốc hoặc các chủng vi khuẩn ái khí gram dương nhạy cảm với thuốc như liên cầu (streptococci), tụ cầu (staphylococci), phế cầu (pneumococci), và các chủng Chlamydia trachomatis nhạy cảm với thuốc.

- Các nhiễm khuẩn đường hô hấp trên bao gồm viêm amidan, viêm họng, viêm xoang, viêm tai giữa và bệnh tinh hồng nhiệt.

- Các nhiễm khuẩn đường hô hấp dưới bao gồm viêm phế quản, viêm phổi, viêm mủ màng phổi và áp-xe phổi.

- Các nhiễm khuẩn da và mô mềm bao gồm trứng cá, nhọt, viêm mô tế bào, chốc lở, các áp-xe và nhiễm khuẩn tại vết thương. Với các trường hợp nhiễm khuẩn da và mô mềm đặc hiệu như viêm quầng và viêm mé móng (panaritium) có đáp ứng tốt khi trị liệu với clindamycin.

- Các nhiễm khuẩn xương và khớp bao gồm viêm xương tủy và viêm khớp nhiễm khuẩn.

- Các nhiễm khuẩn phụ khoa bao gồm viêm nội mạc tử cung, viêm mô tế bào, nhiễm khuẩn âm đạo, áp-xe vòi-buồng trứng và viêm vòi trứng khi kết hợp với một thuốc kháng sinh phổ vi khuẩn gram âm ái khí thích hợp. Trong trường hợp viêm cổ tử cung do Chlamydia trachomatis, điều trị clindamycin đơn thuần được nhận thấy là có hiệu quả loại sạch được vi khuẩn này.

- Các nhiễm khuẩn trong ổ bụng bao gồm viêm phúc mạc và áp-xe trong ổ bụng khi cho cùng với một thuốc kháng sinh phổ vi khuẩn ái khí gram âm thích hợp.

- Nhiễm trùng huyết và viêm nội tâm mạc. Hiệu quả của clindamycin đã được ghi nhận trong điều trị một số trường hợp viêm nội tâm mạc cụ thể, khi clindamycin ở nồng độ thích hợp có thể đạt được trong huyết thanh có tác dụng diệt khuẩn in vitro đối với vi khuẩn đang bị nhiễm.

- Các nhiễm khuẩn răng miệng như áp-xe quanh răng (áp-xe nha chu) và viêm quanh răng (viêm nha chu).

- Viêm phổi do Pneumocystis jiroveci (phân loại trước đây là Pneumocystis carinii) trên bệnh nhân AIDS. Ở bệnh nhân không dung nạp với hoặc không đáp ứng đầy đủ điều trị thông thường, clindamycin có thể sử dụng phối hợp với primaquin.

- Sốt rét: Đối với chỉ định này, xin tham khảo hướng dẫn chẩn đoán và điều trị bệnh sốt rét do Bộ Y tế ban hành.

- Điều trị dự phòng viêm màng trong tim trên bệnh nhân nhạy cảm/dị ứng với các kháng sinh penicillin.

Trên in vitro, những vi khuẩn nhạy cảm với clindamycin gồm: B. melaninogenicus, B. disiens, B. bivius, Peptostreptococcus spp., G. vaginalis, M. mulieris, M. curtisii, Mycoplasma hominis.",thuoc khang sinh
